"LongTable-checkbox","lineage1","lineage2","lineage3","depmapId","displayName"
"false","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","ACH-002190","RCCJF"
"false","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","ACH-002191","RCCJW"
"false","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","ACH-002192","RCCMF"
"false","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","ACH-000922","RCHACV"
"false","Lymphoid","Mature B-Cell Neoplasms","Germinal Center B-Cell Type","ACH-001638","RCK8"
"false","Bowel","Colorectal Adenocarcinoma","Rectal Adenocarcinoma","ACH-000565","RCM1"
"false","Soft Tissue","Rhabdomyosarcoma","Embryonal Rhabdomyosarcoma","ACH-000169","RD"
"false","Bone","Ewing Sarcoma","Ewing Sarcoma","ACH-000041","RDES"
"false","Lymphoid","Mature B-Cell Neoplasms","Mantle Cell Lymphoma","ACH-000068","REC1"
"false","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","ACH-000960","REH"
"false","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","ACH-000144","RERFGC1B"
"false","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000791","RERFLCAD1"
"false","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000774","RERFLCAD2"
"false","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","ACH-000261","RERFLCAI"
"false","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-002193","RERFLCFM"
"false","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000482","RERFLCKJ"
"false","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000062","RERFLCMS"
"false","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","ACH-000442","RERFLCSQ1"
"false","Lymphoid","Non-Hodgkin Lymphoma","Non-Hodgkin Lymphoma","ACH-002301","RF48"
"false","Soft Tissue","Rhabdomyosarcoma","Embryonal Rhabdomyosarcoma","ACH-000689","RH18"
"false","Soft Tissue","Rhabdomyosarcoma","Alveolar Rhabdomyosarcoma","ACH-001740","RH28"
"false","Soft Tissue","Rhabdomyosarcoma","Alveolar Rhabdomyosarcoma","ACH-000833","RH30"
"false","Soft Tissue","Rhabdomyosarcoma","Embryonal Rhabdomyosarcoma","ACH-001751","RH36"
"false","Soft Tissue","Rhabdomyosarcoma","Alveolar Rhabdomyosarcoma","ACH-001765","RH4"
"false","Soft Tissue","Rhabdomyosarcoma","Alveolar Rhabdomyosarcoma","ACH-000100","RH41"
"false","Soft Tissue","Rhabdomyosarcoma","Alveolar Rhabdomyosarcoma","ACH-001745","RHJT"
"false","Lymphoid","Mature B-Cell Neoplasms","Activated B-cell Type","ACH-000398","RI1"
"false","Soft Tissue","Leiomyosarcoma","Leiomyosarcoma","ACH-000505","RKN"
"false","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000943","RKO"
"false","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","ACH-000371","RL"
"false","Uterus","Endometrial Carcinoma","Uterine Adenosquamous Carcinoma","ACH-000965","RL952"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Clear Cell Ovarian Cancer","ACH-000719","RMGI"
"false","Soft Tissue","Rhabdomyosarcoma","Embryonal Rhabdomyosarcoma","ACH-002048","RMSYM"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Mucinous Ovarian Cancer","ACH-000701","RMUGS"
"false","Thyroid","Well-Differentiated Thyroid Cancer","Follicular Thyroid Cancer","ACH-001384","RO82W1"
"false","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","ACH-001639","ROS50"
"false","Eye","Non-Cancerous","Immortalized Epithelial Cells, Retinal","ACH-002466","RPE1SS111"
"false","Eye","Non-Cancerous","Immortalized Epithelial Cells, Retinal","ACH-002465","RPE1SS119"
"false","Eye","Non-Cancerous","Immortalized Epithelial Cells, Retinal","ACH-002462","RPE1SS48"
"false","Eye","Non-Cancerous","Immortalized Epithelial Cells, Retinal","ACH-002467","RPE1SS51"
"false","Eye","Non-Cancerous","Immortalized Epithelial Cells, Retinal","ACH-002464","RPE1SS6"
"false","Eye","Non-Cancerous","Immortalized Epithelial Cells, Retinal","ACH-002463","RPE1SS77"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Head and Neck Squamous Cell Carcinoma","ACH-001385","RPMI2650"
"false","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","ACH-001182","RPMI6666"
"false","Skin","Melanoma","Melanoma","ACH-000348","RPMI7951"
"false","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","ACH-000817","RPMI8226"
"false","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","T-Lymphoblastic Leukemia/Lymphoma","ACH-000636","RPMI8402"
"false","Myeloid","Myeloproliferative Neoplasms","Chronic Myeloid Leukemia, BCR-ABL1+","ACH-002302","RPMI8866"
"false","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","ACH-000874","RS411"
"false","Fibroblast","Non-Cancerous","Fibroblast, Lung","ACH-000531","RS5"
"false","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","ACH-000473","RT112"
"false","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","ACH-001183","RT11284"
"false","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","ACH-000242","RT4"
"false","Skin","Melanoma","Melanoma","ACH-000614","RVH421"
"false","Skin","Melanoma","Melanoma","ACH-002461","RVH421SKINFV1"
"false","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","ACH-002195","RXF393"
"false","Soft Tissue","Sarcoma, NOS","Sarcoma, NOS","ACH-000037","S117"
"false","Peripheral Nervous System","Nerve Sheath Tumor","Malignant Peripheral Nerve Sheath Tumor","ACH-002693","S462"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-002030","SA3"
"false","Lung","Non-Cancerous","Immortalized Lung Cells","ACH-000064","SALE"
"false","Bone","Osteosarcoma","Osteosarcoma","ACH-000410","SAOS2"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-002029","SAS"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Head and Neck Squamous Cell Carcinoma","ACH-001641","SAT"
"false","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-002196","SBC1"
"false","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-002197","SBC3"
"false","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000670","SBC5"
"false","Lymphoid","Mature B-Cell Neoplasms","Follicular Lymphoma","ACH-002392","SC1"
"false","Bladder/Urinary Tract","Bladder Squamous Cell Carcinoma","Bladder Squamous Cell Carcinoma","ACH-000839","SCABER"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-000254","SCC15"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-000188","SCC25"
"false","Lymphoid","Non-Hodgkin Lymphoma","Mature B-Cell Neoplasms","ACH-001642","SCC3"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-000238","SCC4"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-000181","SCC9"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Small Cell Carcinoma of the Ovary","ACH-001279","SCCOHT1"
"false","Other","Extra Gonadal Germ Cell Tumor","Extra Gonadal Germ Cell Tumor","ACH-002198","SCH"
"false","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000659","SCLC21H"
"false","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-001386","SCLC22H"
"false","Soft Tissue","Rhabdomyosarcoma","Alveolar Rhabdomyosarcoma","ACH-001184","SCMCRM2"
"false","Soft Tissue","Synovial Sarcoma","Synovial Sarcoma","ACH-001280","SCS214"
"false","Skin","Melanoma","Melanoma","ACH-001645","SEKI"
"false","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","ACH-000782","SEM"
"false","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","ACH-001735","SEMK2"
"false","Myeloid","Acute Myeloid Leukemia","Acute Megakaryoblastic Leukemia","ACH-000195","SET2"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000609","SF126"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000887","SF172"
"false","CNS/Brain","Diffuse Glioma","Astrocytoma","ACH-000655","SF268"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000376","SF295"
"false","CNS/Brain","Diffuse Glioma","Gliosarcoma","ACH-000273","SF539"
"false","Cervix","Cervical Squamous Cell Carcinoma","Cervical Squamous Cell Carcinoma","ACH-000490","SF767"
"false","Biliary Tract","Intraductal Papillary Neoplasm of the Bile Duct","Intrahepatic Cholangiocarcinoma","ACH-001857","SG231"
"false","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Mucinous Stomach Adenocarcinoma","ACH-000764","SH10TC"
"false","Skin","Melanoma","Melanoma","ACH-000441","SH4"
"false","Myeloid","Acute Myeloid Leukemia","Acute Monoblastic/Monocytic Leukemia","ACH-001647","SHI1"
"false","Prostate","Prostate Adenocarcinoma","Prostate Adenocarcinoma","ACH-001648","SHMAC4"
"false","Prostate","Prostate Adenocarcinoma","Prostate Adenocarcinoma","ACH-001649","SHMAC5"
"false","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000790","SHP77"
"false","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-001188","SHSY5Y"
"false","Myeloid","Acute Myeloid Leukemia","Acute Monoblastic/Monocytic Leukemia","ACH-000112","SIGM5"
"false","Cervix","Cervical Squamous Cell Carcinoma","Cervical Squamous Cell Carcinoma","ACH-000556","SIHA"
"false","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-000099","SIMA"
"false","Cervix","Cervical Adenocarcinoma","Cervical Adenocarcinoma","ACH-001650","SISO"
"false","Soft Tissue","Rhabdomyosarcoma","Alveolar Rhabdomyosarcoma","ACH-001189","SJRH30"
"false","Bone","Osteosarcoma","Osteosarcoma","ACH-000748","SJSA1"
"false","Breast","Invasive Breast Carcinoma","Invasive Breast Carcinoma","ACH-000017","SKBR3"
"false","Breast","Breast Neoplasm, NOS","Breast Neoplasm, NOS","ACH-002329","SKBR5"
"false","Breast","Breast Neoplasm, NOS","Breast Neoplasm, NOS","ACH-002330","SKBR7"
"false","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000400","SKCO1"
"false","Bone","Ewing Sarcoma","Ewing Sarcoma","ACH-000087","SKES1"
"false","Cervix","Cervical Squamous Cell Carcinoma","Cervical Squamous Cell Carcinoma","ACH-001651","SKGI"
"false","Cervix","Cervical Squamous Cell Carcinoma","Cervical Squamous Cell Carcinoma","ACH-001652","SKGII"
"false","Cervix","Cervical Squamous Cell Carcinoma","Cervical Squamous Cell Carcinoma","ACH-002020","SKGIIIA"
"false","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","ACH-001653","SKGT2"
"false","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Esophageal Adenocarcinoma","ACH-001654","SKGT4"
"false","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma","ACH-000361","SKHEP1"
"false","Soft Tissue","Leiomyosarcoma","Leiomyosarcoma","ACH-000145","SKLMS1"
"false","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000309","SKLU1"
"false","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","ACH-000373","SKM1"
"false","Skin","Melanoma","Melanoma","ACH-000465","SKMEL1"
"false","Skin","Melanoma","Cutaneous Melanoma","ACH-002005","SKMEL19"
"false","Skin","Melanoma","Melanoma","ACH-001190","SKMEL2"
"false","Skin","Melanoma","Melanoma","ACH-000822","SKMEL24"
"false","Skin","Melanoma","Cutaneous Melanoma","ACH-000615","SKMEL28"
"false","Skin","Melanoma","Cutaneous Melanoma","ACH-000423","SKMEL3"
"false","Skin","Melanoma","Cutaneous Melanoma","ACH-000810","SKMEL30"
"false","Skin","Melanoma","Cutaneous Melanoma","ACH-000640","SKMEL31"
"false","Skin","Melanoma","Cutaneous Melanoma","ACH-000730","SKMEL5"
"false","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","ACH-000665","SKMES1"
"false","CNS/Brain","Diffuse Glioma","Astrocytoma","ACH-002304","SKMG1"
"false","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","ACH-000363","SKMM2"
"false","Uterus","Uterine Sarcoma/Mesenchymal","Uterine Leiomyosarcoma","ACH-001655","SKN"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-002305","SKN3"
"false","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-000260","SKNAS"
"false","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-000312","SKNBE2"
"false","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-000366","SKNDZ"
"false","Bone","Ewing Sarcoma","Ewing Sarcoma","ACH-001192","SKNEP1"
"false","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-000341","SKNFI"
"false","Bone","Ewing Sarcoma","Ewing Sarcoma","ACH-000039","SKNMC"
"false","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-002922","SKNMM"
"false","Myeloid","Acute Myeloid Leukemia","AML with Maturation","ACH-001656","SKNO1"
"false","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-000149","SKNSH"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","ACH-000811","SKOV3"
"false","Bone","Ewing Sarcoma","Ewing Sarcoma","ACH-001193","SKPNDW"
"false","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","ACH-001194","SKRC31"
"false","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","ACH-000385","SKRC52"
"false","Uterus","Uterine Sarcoma/Mesenchymal","Uterine Leiomyosarcoma","ACH-000939","SKUT1"
"false","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","ACH-000127","SLR20"
"false","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","ACH-000016","SLR21"
"false","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","ACH-000246","SLR23"
"false","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","ACH-000272","SLR24"
"false","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","ACH-000300","SLR25"
"false","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","ACH-000600","SLR26"
"false","Lymphoid","Mature B-Cell Neoplasms","Splenic Marginal Zone Lymphoma","ACH-002062","SLVL"
"false","Soft Tissue","Rhabdomyosarcoma","Embryonal Rhabdomyosarcoma","ACH-001196","SMSCTR"
"false","Lymphoid","Non-Hodgkin Lymphoma","Mature T and NK Neoplasms","ACH-001197","SMZ1"
"false","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","ACH-002199","SN12C"
"false","CNS/Brain","Diffuse Glioma","Astrocytoma","ACH-001198","SNB19"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000504","SNB75"
"false","Uterus","Endometrial Carcinoma","Endometrial Carcinoma","ACH-000974","SNGM"
"false","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","ACH-000932","SNU1"
"false","Bowel","Colorectal Adenocarcinoma","Rectal Adenocarcinoma","ACH-000286","SNU1033"
"false","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000999","SNU1040"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Hypopharynx Squamous Cell Carcinoma","ACH-000618","SNU1041"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Larynx Squamous Cell Carcinoma","ACH-000682","SNU1066"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Larynx Squamous Cell Carcinoma","ACH-000549","SNU1076"
"false","Uterus","Endometrial Carcinoma","Uterine Carcinosarcoma/Uterine Malignant Mixed Mullerian Tumor","ACH-000302","SNU1077"
"false","Biliary Tract","Intraductal Papillary Neoplasm of the Bile Duct","Intrahepatic Cholangiocarcinoma","ACH-000209","SNU1079"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000368","SNU1105"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","ACH-000635","SNU119"
"false","Biliary Tract","Intraductal Papillary Neoplasm of the Bile Duct","Extrahepatic Cholangiocarcinoma","ACH-000461","SNU1196"
"false","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000412","SNU1197"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Larynx Squamous Cell Carcinoma","ACH-000715","SNU1214"
"false","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","ACH-000513","SNU1272"
"false","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-002526","SNU1327"
"false","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-002543","SNU1406"
"false","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-002539","SNU1460"
"false","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-001786","SNU1544"
"false","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","ACH-000581","SNU16"
"false","Bowel","Colorectal Adenocarcinoma","Mucinous Adenocarcinoma of the Colon and Rectum","ACH-000989","SNU175"
"false","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma","ACH-000483","SNU182"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000623","SNU201"
"false","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-000266","SNU213"
"false","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Tubular Stomach Adenocarcinoma","ACH-000466","SNU216"
"false","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-002522","SNU2292"
"false","Breast","Invasive Breast Carcinoma","Breast Invasive Cancer, NOS","ACH-001662","SNU2372"
"false","Biliary Tract","Intraductal Papillary Neoplasm of the Bile Duct","Extrahepatic Cholangiocarcinoma","ACH-000268","SNU245"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Endometrioid Ovarian Cancer","ACH-002524","SNU251"
"false","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-002531","SNU2535"
"false","Bowel","Colorectal Adenocarcinoma","Rectal Adenocarcinoma","ACH-002535","SNU254"
"false","Bowel","Colorectal Adenocarcinoma","Rectal Adenocarcinoma","ACH-000708","SNU283"
"false","Biliary Tract","Intracholecystic Papillary Neoplasm","Gallbladder Adenocarcinoma, NOS","ACH-000141","SNU308"
"false","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-000933","SNU324"
"false","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","ACH-000907","SNU349"
"false","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma","ACH-000478","SNU387"
"false","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma","ACH-000221","SNU398"
"false","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000955","SNU407"
"false","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-000517","SNU410"
"false","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma","ACH-000493","SNU423"
"false","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma","ACH-000420","SNU449"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Larynx Squamous Cell Carcinoma","ACH-000500","SNU46"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000289","SNU466"
"false","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma","ACH-000422","SNU475"
"false","Ampulla of Vater","Ampullary Carcinoma","Ampullary Carcinoma","ACH-000377","SNU478"
"false","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","ACH-002533","SNU482"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000543","SNU489"
"false","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","ACH-000303","SNU5"
"false","Bowel","Colorectal Adenocarcinoma","Rectal Adenocarcinoma","ACH-000683","SNU503"
"false","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","ACH-000908","SNU520"
"false","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Signet Ring Cell Carcinoma of the Stomach","ACH-000736","SNU601"
"false","Bowel","Colorectal Adenocarcinoma","Rectal Adenocarcinoma","ACH-000532","SNU61"
"false","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","ACH-000325","SNU620"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000370","SNU626"
"false","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","ACH-001664","SNU638"
"false","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Diffuse Type Stomach Adenocarcinoma","ACH-000344","SNU668"
"false","Uterus","Endometrial Carcinoma","Uterine Carcinosarcoma/Uterine Malignant Mixed Mullerian Tumor","ACH-000407","SNU685"
"false","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Tubular Stomach Adenocarcinoma","ACH-000898","SNU719"
"false","CNS/Brain","Diffuse Glioma","Oligodendroglioma","ACH-000807","SNU738"
"false","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma","ACH-002523","SNU739"
"false","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma","ACH-000537","SNU761"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","ACH-000460","SNU8"
"false","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000991","SNU81"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Brenner Tumor, Malignant","ACH-000280","SNU840"
"false","Ampulla of Vater","Ampullary Carcinoma","Ampullary Carcinoma","ACH-000182","SNU869"
"false","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma","ACH-000686","SNU878"
"false","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma","ACH-000316","SNU886"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Larynx Squamous Cell Carcinoma","ACH-000692","SNU899"
"false","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000722","SNUC1"
"false","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000967","SNUC2A"
"false","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-001199","SNUC2B"
"false","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000959","SNUC4"
"false","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000970","SNUC5"
"false","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","ACH-000553","SQ1"
"false","Lymphoid","Mature T and NK Neoplasms","Anaplastic Large-Cell Lymphoma ALK Positive","ACH-000338","SR786"
"false","Soft Tissue","Synovial Sarcoma","Synovial Sarcoma","ACH-002334","SS1A"
"false","Biliary Tract","Intraductal Papillary Neoplasm of the Bile Duct","Intrahepatic Cholangiocarcinoma","ACH-001858","SSP25"
"false","Lymphoid","Mature B-Cell Neoplasms","Burkitt Lymphoma","ACH-000567","ST486"
"false","Kidney","Rhabdoid Cancer","Rhabdoid Cancer","ACH-001200","STM9101"
"false","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","ACH-002306","STS0421"
"false","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-000114","SU8686"
"false","Lymphoid","Mature T and NK Neoplasms","Anaplastic Large-Cell Lymphoma ALK Positive","ACH-000664","SUDHL1"
"false","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","ACH-000271","SUDHL10"
"false","Lymphoid","Non-Hodgkin Lymphoma","Mature B-Cell Neoplasms","ACH-002307","SUDHL16"
"false","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","ACH-000365","SUDHL4"
"false","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","ACH-000660","SUDHL5"
"false","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","ACH-000611","SUDHL6"
"false","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","ACH-000656","SUDHL8"
"false","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-000652","SUIT2"
"false","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","ACH-001388","SUM102PT"
"false","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","ACH-001389","SUM1315MO2"
"false","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","ACH-001390","SUM149PT"
"false","Breast","Invasive Breast Carcinoma","Invasive Breast Carcinoma","ACH-001391","SUM159PT"
"false","Breast","Invasive Breast Carcinoma","Invasive Breast Carcinoma","ACH-001392","SUM185PE"
"false","Breast","Invasive Breast Carcinoma","Invasive Breast Carcinoma","ACH-001393","SUM190PT"
"false","Breast","Invasive Breast Carcinoma","Breast Invasive Cancer, NOS","ACH-001397","SUM225CWN"
"false","Breast","Invasive Breast Carcinoma","Invasive Breast Carcinoma","ACH-001394","SUM229PE"
"false","Breast","Invasive Breast Carcinoma","Breast Invasive Lobular Carcinoma","ACH-001395","SUM44PE"
"false","Breast","Invasive Breast Carcinoma","Invasive Breast Carcinoma","ACH-001396","SUM52PE"
"false","CNS/Brain","Embryonal Tumor","Medulloblastoma","ACH-001201","SUMB002"
"false","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma with t(9;22)(q34.1;q11.2);BCR-ABL1","ACH-000059","SUPB15"
"false","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","ACH-002308","SUPB8"
"false","Lymphoid","Hodgkin Lymphoma","Hodgkin Lymphoma","ACH-001203","SUPHD1"
"false","Lymphoid","Mature T and NK Neoplasms","Anaplastic Large-Cell Lymphoma ALK Positive","ACH-000226","SUPM2"
"false","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","T-Lymphoblastic Leukemia/Lymphoma","ACH-000953","SUPT1"
"false","Lymphoid","Mature T and NK Neoplasms","Adult T-Cell Leukemia/Lymphoma","ACH-000122","SUPT11"
